,participant,technique_name,block_id,trial_id,cmd_input,cmd_name,cmd_frequency,time,success,strategy
536,2,audio,8,536,12,Mouse,12,9.203,1,2
537,2,audio,8,537,3,Corn,144,2.656,1,1
538,2,audio,9,538,11,Clock,72,3.109,1,1
539,2,audio,9,539,7,Dolphin,36,7.297,1,2
540,2,audio,9,540,8,Karate,144,1.25,1,1
541,2,audio,9,541,11,Clock,72,1.484,1,1
542,2,audio,9,542,11,Clock,72,0.828,1,1
543,2,audio,9,543,0,Camel,72,3.343,1,1
544,2,audio,9,544,11,Clock,72,1.093,1,1
545,2,audio,9,545,8,Karate,144,0.984,1,1
546,2,audio,9,546,7,Dolphin,36,3.219,1,1
547,2,audio,9,547,8,Karate,144,1.125,1,1
548,2,audio,9,548,8,Karate,144,3.922,1,1
549,2,audio,9,549,10,Garlic,24,1.968,1,1
550,2,audio,9,550,0,Camel,72,1.531,1,1
551,2,audio,9,551,3,Corn,144,1.359,1,1
552,2,audio,9,552,3,Corn,144,0.937,1,1
553,2,audio,9,553,0,Camel,72,1.891,1,1
554,2,audio,9,554,1,Pencil,36,1.281,1,1
555,2,audio,9,555,3,Corn,144,4.563,1,1
556,2,audio,9,556,0,Camel,72,1.828,1,1
557,2,audio,9,557,8,Karate,144,0.985,1,1
558,2,audio,9,558,8,Karate,144,2.25,1,1
559,2,audio,9,559,7,Dolphin,36,4.109,1,1
560,2,audio,9,560,6,Cards,24,4.25,1,2
561,2,audio,9,561,0,Camel,72,6.484,1,1
562,2,audio,9,562,4,Strawberry,48,1.984,1,1
563,2,audio,9,563,5,Coat,24,1.031,1,1
564,2,audio,9,564,9,Sweater,48,1.891,1,1
565,2,audio,9,565,3,Corn,144,1.813,1,1
566,2,audio,9,566,9,Sweater,48,1.812,1,1
567,2,audio,9,567,3,Corn,144,1.437,1,1
568,2,audio,9,568,3,Corn,144,4.157,1,1
569,2,audio,9,569,4,Strawberry,48,0.875,1,1
570,2,audio,9,570,8,Karate,144,0.984,1,1
571,2,audio,9,571,3,Corn,144,2.14,1,1
572,2,audio,9,572,1,Pencil,36,2.265,1,1
573,2,audio,9,573,1,Pencil,36,1.062,1,1
574,2,audio,9,574,3,Corn,144,4.688,1,1
575,2,audio,9,575,11,Clock,72,1.14,1,1
576,2,audio,9,576,2,Banana,24,1.406,1,1
577,2,audio,9,577,3,Corn,144,1.641,1,1
578,2,audio,9,578,3,Corn,144,3.156,1,1
579,2,audio,9,579,9,Sweater,48,2.688,1,1
580,2,audio,9,580,8,Karate,144,1.25,1,1
581,2,audio,9,581,5,Coat,24,2.828,1,1
582,2,audio,9,582,6,Cards,24,7.39,1,2
583,2,audio,9,583,8,Karate,144,1.546,1,1
584,2,audio,9,584,4,Strawberry,48,10.375,1,1
585,2,audio,9,585,8,Karate,144,1.281,1,1
586,2,audio,9,586,8,Karate,144,1.75,1,1
587,2,audio,9,587,13,Frog,12,7.313,1,2
588,2,audio,9,588,8,Karate,144,2.578,1,1
589,2,audio,9,589,11,Clock,72,1.157,1,1
590,2,audio,9,590,9,Sweater,48,7.172,0,1
591,2,audio,9,591,0,Camel,72,2.656,1,1
592,2,audio,9,592,3,Corn,144,8.985,0,1
593,2,audio,9,593,12,Mouse,12,4.859,1,2
594,2,audio,9,594,4,Strawberry,48,1.469,1,1
595,2,audio,9,595,2,Banana,24,1.547,1,1
596,2,audio,9,596,3,Corn,144,2.312,1,1
597,2,audio,9,597,10,Garlic,24,8.719,1,2
598,2,audio,10,598,0,Camel,72,3.172,1,1
599,2,audio,10,599,11,Clock,72,1.109,1,1
600,2,audio,10,600,8,Karate,144,1.078,1,1
601,2,audio,10,601,13,Frog,12,9.813,0,2
602,2,audio,10,602,11,Clock,72,1.297,1,1
603,2,audio,10,603,7,Dolphin,36,7.688,1,2
604,2,audio,10,604,8,Karate,144,1.0,1,1
605,2,audio,10,605,11,Clock,72,1.125,1,1
606,2,audio,10,606,7,Dolphin,36,10.734,0,1
607,2,audio,10,607,6,Cards,24,3.828,1,2
608,2,audio,10,608,11,Clock,72,2.672,1,1
609,2,audio,10,609,8,Karate,144,1.047,1,1
610,2,audio,10,610,0,Camel,72,1.125,1,1
611,2,audio,10,611,2,Banana,24,1.219,1,1
612,2,audio,10,612,12,Mouse,12,6.406,1,2
613,2,audio,10,613,3,Corn,144,6.531,0,1
614,2,audio,10,614,0,Camel,72,1.344,1,1
615,2,audio,10,615,3,Corn,144,1.625,1,1
616,2,audio,10,616,0,Camel,72,0.907,1,1
617,2,audio,10,617,3,Corn,144,1.062,1,1
618,2,audio,10,618,1,Pencil,36,3.89,1,1
619,2,audio,10,619,8,Karate,144,1.343,1,1
620,2,audio,10,620,0,Camel,72,1.359,1,1
621,2,audio,10,621,8,Karate,144,1.328,1,1
622,2,audio,10,622,6,Cards,24,10.563,0,2
623,2,audio,10,623,0,Camel,72,7.64,1,1
624,2,audio,10,624,3,Corn,144,1.532,1,1
625,2,audio,10,625,3,Corn,144,1.203,1,1
626,2,audio,10,626,3,Corn,144,0.641,1,1
627,2,audio,10,627,7,Dolphin,36,8.172,1,2
628,2,audio,10,628,11,Clock,72,2.485,1,1
629,2,audio,10,629,3,Corn,144,1.328,1,1
630,2,audio,10,630,8,Karate,144,0.75,1,1
631,2,audio,10,631,9,Sweater,48,1.625,1,1
632,2,audio,10,632,3,Corn,144,4.656,1,1
633,2,audio,10,633,4,Strawberry,48,0.937,1,1
634,2,audio,10,634,8,Karate,144,0.875,1,1
635,2,audio,10,635,3,Corn,144,1.218,1,1
636,2,audio,10,636,4,Strawberry,48,0.891,1,1
637,2,audio,10,637,11,Clock,72,1.11,1,1
638,2,audio,10,638,3,Corn,144,4.766,1,1
639,2,audio,10,639,3,Corn,144,0.765,1,1
640,2,audio,10,640,4,Strawberry,48,0.86,1,1
641,2,audio,10,641,8,Karate,144,0.906,1,1
642,2,audio,10,642,9,Sweater,48,1.25,1,1
643,2,audio,10,643,10,Garlic,24,2.046,1,1
644,2,audio,10,644,8,Karate,144,0.969,1,1
645,2,audio,10,645,8,Karate,144,1.484,1,1
646,2,audio,10,646,2,Banana,24,1.782,1,1
647,2,audio,10,647,9,Sweater,48,4.906,0,1
648,2,audio,10,648,9,Sweater,48,2.125,1,1
649,2,audio,10,649,1,Pencil,36,1.703,1,1
650,2,audio,10,650,8,Karate,144,1.125,1,1
651,2,audio,10,651,4,Strawberry,48,0.937,1,1
652,2,audio,10,652,10,Garlic,24,3.594,1,1
653,2,audio,10,653,1,Pencil,36,1.016,1,1
654,2,audio,10,654,8,Karate,144,1.718,1,1
655,2,audio,10,655,3,Corn,144,1.922,1,1
656,2,audio,10,656,5,Coat,24,1.953,1,1
657,2,audio,10,657,5,Coat,24,1.797,1,1
658,2,audio,11,658,9,Sweater,48,4.25,1,1
659,2,audio,11,659,4,Strawberry,48,2.281,1,1
660,2,audio,11,660,11,Clock,72,1.062,1,1
661,2,audio,11,661,6,Cards,24,4.172,1,2
662,2,audio,11,662,8,Karate,144,0.984,1,1
663,2,audio,11,663,11,Clock,72,1.812,1,1
664,2,audio,11,664,11,Clock,72,0.875,1,1
665,2,audio,11,665,8,Karate,144,1.735,1,1
666,2,audio,11,666,11,Clock,72,1.062,1,1
667,2,audio,11,667,7,Dolphin,36,10.234,0,1
668,2,audio,11,668,12,Mouse,12,9.031,1,2
669,2,audio,11,669,4,Strawberry,48,0.891,1,1
670,2,audio,11,670,1,Pencil,36,1.094,1,1
671,2,audio,11,671,3,Corn,144,1.359,1,1
672,2,audio,11,672,8,Karate,144,0.859,1,1
673,2,audio,11,673,3,Corn,144,1.391,1,1
674,2,audio,11,674,0,Camel,72,1.375,1,1
675,2,audio,11,675,0,Camel,72,0.828,1,1
676,2,audio,11,676,4,Strawberry,48,0.906,1,1
677,2,audio,11,677,10,Garlic,24,1.781,1,1
678,2,audio,11,678,0,Camel,72,7.703,1,1
679,2,audio,11,679,2,Banana,24,1.015,1,1
680,2,audio,11,680,3,Corn,144,4.344,0,1
681,2,audio,11,681,0,Camel,72,1.656,1,1
682,2,audio,11,682,9,Sweater,48,1.281,1,1
683,2,audio,11,683,8,Karate,144,1.016,1,1
684,2,audio,11,684,8,Karate,144,1.313,1,1
685,2,audio,11,685,3,Corn,144,0.938,1,1
686,2,audio,11,686,3,Corn,144,0.969,1,1
687,2,audio,11,687,4,Strawberry,48,2.016,1,1
688,2,audio,11,688,2,Banana,24,1.297,1,1
689,2,audio,11,689,3,Corn,144,1.922,1,1
690,2,audio,11,690,8,Karate,144,1.204,1,1
691,2,audio,11,691,10,Garlic,24,3.922,1,1
692,2,audio,11,692,3,Corn,144,1.641,1,1
693,2,audio,11,693,3,Corn,144,0.766,1,1
694,2,audio,11,694,5,Coat,24,2.359,1,1
695,2,audio,11,695,3,Corn,144,1.437,1,1
696,2,audio,11,696,6,Cards,24,11.485,0,1
697,2,audio,11,697,1,Pencil,36,2.313,1,1
698,2,audio,11,698,3,Corn,144,3.5,1,1
699,2,audio,11,699,0,Camel,72,1.031,1,1
700,2,audio,11,700,8,Karate,144,1.218,1,1
701,2,audio,11,701,8,Karate,144,0.765,1,1
702,2,audio,11,702,8,Karate,144,0.594,1,1
703,2,audio,11,703,8,Karate,144,1.297,1,1
704,2,audio,11,704,0,Camel,72,1.594,1,1
705,2,audio,11,705,7,Dolphin,36,6.187,1,1
706,2,audio,11,706,8,Karate,144,2.719,1,1
707,2,audio,11,707,9,Sweater,48,1.25,1,1
708,2,audio,11,708,9,Sweater,48,1.25,1,1
709,2,audio,11,709,3,Corn,144,1.266,1,1
710,2,audio,11,710,5,Coat,24,1.312,1,1
711,2,audio,11,711,1,Pencil,36,1.516,1,1
712,2,audio,11,712,7,Dolphin,36,6.579,0,1
713,2,audio,11,713,8,Karate,144,2.672,1,1
714,2,audio,11,714,11,Clock,72,1.11,1,1
0,3,audio,0,0,0,Karate,72,32.232,1,0
1,3,audio,0,1,1,Sweater,36,4.037,1,0
2,3,audio,0,2,2,Garlic,24,10.474,0,0
3,3,audio,0,3,3,Mouse,144,5.813,1,0
4,3,audio,0,4,1,Sweater,36,5.205,1,2
5,3,audio,0,5,2,Garlic,24,5.627,1,0
6,3,audio,0,6,3,Mouse,144,4.52,1,2
7,3,audio,0,7,4,Clock,48,7.871,0,2
8,3,audio,0,8,5,Cards,24,4.925,1,2
9,3,audio,0,9,3,Mouse,144,8.198,0,2
10,3,audio,0,10,4,Clock,48,11.643,1,0
11,3,audio,0,11,6,Dolphin,24,3.367,1,0
12,3,audio,0,12,3,Mouse,144,2.354,1,0
13,3,audio,0,13,4,Clock,48,2.65,1,0
14,3,audio,0,14,6,Dolphin,24,2.369,1,0
15,3,audio,0,15,3,Mouse,144,3.46,1,0
16,3,audio,0,16,4,Clock,48,3.305,1,0
17,3,audio,0,17,7,Strawberry,36,6.204,1,0
18,3,audio,0,18,8,Frog,144,3.289,1,0
19,3,audio,0,19,0,Karate,72,2.384,1,0
20,3,audio,0,20,3,Mouse,144,7.014,1,0
21,3,audio,0,21,8,Frog,144,3.725,1,0
22,3,audio,0,22,9,Camel,48,2.899,1,0
23,3,audio,0,23,0,Karate,72,2.743,1,0
24,3,audio,0,24,8,Frog,144,2.307,1,0
25,3,audio,0,25,9,Camel,48,3.226,1,0
26,3,audio,0,26,10,Pencil,24,3.32,1,0
27,3,audio,0,27,8,Frog,144,2.292,1,0
28,3,audio,0,28,9,Camel,48,2.338,1,0
29,3,audio,0,29,10,Pencil,24,2.587,1,0
30,3,audio,0,30,8,Frog,144,6.796,1,0
31,3,audio,0,31,9,Camel,48,3.757,1,0
32,3,audio,0,32,7,Strawberry,36,9.866,1,2
33,3,audio,0,33,0,Karate,72,7.559,0,2
34,3,audio,0,34,3,Mouse,144,2.634,1,0
35,3,audio,0,35,0,Karate,72,2.089,1,1
36,3,audio,0,36,8,Frog,144,2.447,1,0
37,3,audio,0,37,11,Corn,72,3.554,1,0
38,3,audio,0,38,8,Frog,144,2.182,1,0
39,3,audio,0,39,8,Frog,144,2.135,1,1
40,3,audio,0,40,11,Corn,72,5.969,1,0
41,3,audio,0,41,7,Strawberry,36,4.349,1,0
42,3,audio,0,42,8,Frog,144,7.887,0,1
43,3,audio,0,43,11,Corn,72,2.883,1,0
44,3,audio,0,44,0,Karate,72,2.571,1,1
45,3,audio,0,45,5,Cards,24,4.489,1,0
46,3,audio,0,46,11,Corn,72,2.868,1,0
47,3,audio,0,47,8,Frog,144,7.809,0,1
48,3,audio,0,48,3,Mouse,144,2.603,1,0
49,3,audio,0,49,11,Corn,72,2.245,1,0
50,3,audio,0,50,11,Corn,72,6.234,1,1
51,3,audio,0,51,3,Mouse,144,3.834,1,0
52,3,audio,0,52,8,Frog,144,2.151,1,0
53,3,audio,0,53,3,Mouse,144,6.936,0,1
54,3,audio,0,54,1,Sweater,36,4.909,1,0
55,3,audio,0,55,3,Mouse,144,1.995,1,0
56,3,audio,0,56,12,Coat,12,11.16,1,0
57,3,audio,0,57,13,Banana,12,3.927,1,0
58,3,audio,0,58,8,Frog,144,2.151,1,0
59,3,audio,0,59,3,Mouse,144,3.086,1,0
60,3,audio,1,60,2,Garlic,24,7.434,1,0
61,3,audio,1,61,0,Karate,72,2.26,1,0
62,3,audio,1,62,1,Sweater,36,6.796,0,0
63,3,audio,1,63,2,Garlic,24,2.868,1,0
64,3,audio,1,64,3,Mouse,144,2.275,1,0
65,3,audio,1,65,1,Sweater,36,1.933,1,0
66,3,audio,1,66,0,Karate,72,2.353,1,0
67,3,audio,1,67,3,Mouse,144,3.117,1,0
68,3,audio,1,68,1,Sweater,36,2.384,1,0
69,3,audio,1,69,3,Mouse,144,5.907,0,1
70,3,audio,1,70,3,Mouse,144,7.918,1,1
71,3,audio,1,71,4,Clock,48,2.479,1,0
72,3,audio,1,72,8,Frog,144,2.057,1,0
73,3,audio,1,73,3,Mouse,144,1.153,1,1
74,3,audio,1,74,4,Clock,48,1.948,1,1
75,3,audio,1,75,6,Dolphin,24,2.51,1,0
76,3,audio,1,76,3,Mouse,144,3.476,1,1
77,3,audio,1,77,4,Clock,48,6.561,0,1
78,3,audio,1,78,6,Dolphin,24,8.837,0,1
79,3,audio,1,79,8,Frog,144,2.26,1,0
80,3,audio,1,80,4,Clock,48,4.91,1,0
81,3,audio,1,81,9,Camel,48,3.6,1,0
82,3,audio,1,82,8,Frog,144,2.228,1,0
83,3,audio,1,83,9,Camel,48,2.385,1,1
84,3,audio,1,84,3,Mouse,144,1.699,1,1
85,3,audio,1,85,8,Frog,144,2.665,1,0
86,3,audio,1,86,9,Camel,48,1.153,1,1
87,3,audio,1,87,8,Frog,144,1.761,1,1
88,3,audio,1,88,8,Frog,144,0.826,1,1
89,3,audio,1,89,9,Camel,48,1.761,1,1
90,3,audio,1,90,10,Pencil,24,5.954,1,0
91,3,audio,1,91,8,Frog,144,10.739,0,1
92,3,audio,1,92,11,Corn,72,2.541,1,0
93,3,audio,1,93,10,Pencil,24,4.177,1,0
94,3,audio,1,94,11,Corn,72,2.462,1,1
95,3,audio,1,95,3,Mouse,144,3.99,1,0
96,3,audio,1,96,11,Corn,72,3.834,1,0
97,3,audio,1,97,7,Strawberry,36,3.99,1,0
98,3,audio,1,98,11,Corn,72,5.97,0,1
99,3,audio,1,99,5,Cards,24,2.525,1,0
100,3,audio,1,100,8,Frog,144,7.778,1,0
101,3,audio,1,101,11,Corn,72,3.865,1,0
102,3,audio,1,102,12,Coat,12,2.697,1,0
103,3,audio,1,103,3,Mouse,144,2.416,1,0
104,3,audio,1,104,11,Corn,72,8.043,0,1
105,3,audio,1,105,7,Strawberry,36,2.4,1,0
106,3,audio,1,106,13,Banana,12,2.743,1,0
107,3,audio,1,107,8,Frog,144,2.088,1,0
108,3,audio,1,108,7,Strawberry,36,2.572,1,0
109,3,audio,1,109,5,Cards,24,2.245,1,0
110,3,audio,1,110,3,Mouse,144,7.746,1,0
111,3,audio,1,111,8,Frog,144,2.743,1,0
112,3,audio,1,112,3,Mouse,144,7.169,0,1
113,3,audio,1,113,0,Karate,72,2.743,1,0
114,3,audio,1,114,8,Frog,144,2.509,1,0
115,3,audio,1,115,0,Karate,72,2.104,1,1
116,3,audio,1,116,0,Karate,72,1.091,1,1
117,3,audio,1,117,0,Karate,72,0.732,1,1
118,3,audio,1,118,8,Frog,144,3.788,1,0
119,3,audio,1,119,3,Mouse,144,2.26,1,0
120,3,audio,2,120,1,Sweater,36,11.082,1,0
121,3,audio,2,121,5,Cards,24,2.571,1,0
122,3,audio,2,122,0,Karate,72,7.56,0,1
123,3,audio,2,123,1,Sweater,36,2.385,1,0
124,3,audio,2,124,2,Garlic,24,2.276,1,0
125,3,audio,2,125,0,Karate,72,4.675,1,0
126,3,audio,2,126,1,Sweater,36,2.993,1,0
127,3,audio,2,127,2,Garlic,24,1.995,1,0
128,3,audio,2,128,3,Mouse,144,2.493,1,0
129,3,audio,2,129,8,Frog,144,2.011,1,0
130,3,audio,2,130,9,Camel,48,5.611,1,0
131,3,audio,2,131,3,Mouse,144,2.042,1,0
132,3,audio,2,132,4,Clock,48,1.995,1,0
133,3,audio,2,133,8,Frog,144,2.213,1,0
134,3,audio,2,134,3,Mouse,144,2.432,1,0
135,3,audio,2,135,4,Clock,48,1.73,1,0
136,3,audio,2,136,6,Dolphin,24,1.917,1,0
137,3,audio,2,137,3,Mouse,144,1.823,1,0
138,3,audio,2,138,4,Clock,48,1.901,1,0
139,3,audio,2,139,6,Dolphin,24,1.761,1,0
140,3,audio,2,140,3,Mouse,144,11.393,1,0
141,3,audio,2,141,4,Clock,48,1.793,1,0
142,3,audio,2,142,11,Corn,72,3.523,1,0
143,3,audio,2,143,8,Frog,144,1.918,1,0
144,3,audio,2,144,0,Karate,72,3.273,1,0
145,3,audio,2,145,3,Mouse,144,2.618,1,0
146,3,audio,2,146,8,Frog,144,1.87,1,0
147,3,audio,2,147,9,Camel,48,2.821,1,0
148,3,audio,2,148,10,Pencil,24,3.819,1,0
149,3,audio,2,149,8,Frog,144,2.073,1,0
150,3,audio,2,150,9,Camel,48,10.395,1,0
151,3,audio,2,151,10,Pencil,24,2.089,1,0
152,3,audio,2,152,8,Frog,144,2.603,1,0
153,3,audio,2,153,9,Camel,48,2.275,1,0
154,3,audio,2,154,8,Frog,144,15.492,0,1
155,3,audio,2,155,8,Frog,144,2.042,1,1
156,3,audio,2,156,3,Mouse,144,2.198,1,0
157,3,audio,2,157,7,Strawberry,36,2.338,1,0
158,3,audio,2,158,0,Karate,72,4.068,1,0
159,3,audio,2,159,8,Frog,144,2.65,1,0
160,3,audio,2,160,11,Corn,72,17.113,1,0
161,3,audio,2,161,11,Corn,72,4.723,0,1
162,3,audio,2,162,11,Corn,72,0.857,1,1
163,3,audio,2,163,3,Mouse,144,2.119,1,0
164,3,audio,2,164,8,Frog,144,2.119,1,0
165,3,audio,2,165,11,Corn,72,2.213,1,1
166,3,audio,2,166,7,Strawberry,36,2.883,1,0
167,3,audio,2,167,7,Strawberry,36,2.182,1,1
168,3,audio,2,168,11,Corn,72,2.478,1,1
169,3,audio,2,169,0,Karate,72,2.759,1,0
170,3,audio,2,170,5,Cards,24,5.081,1,0
171,3,audio,2,171,3,Mouse,144,2.197,1,0
172,3,audio,2,172,8,Frog,144,3.928,1,0
173,3,audio,2,173,12,Coat,12,2.322,1,0
174,3,audio,2,174,3,Mouse,144,2.322,1,0
175,3,audio,2,175,3,Mouse,144,1.668,1,1
176,3,audio,2,176,3,Mouse,144,0.811,1,1
177,3,audio,2,177,0,Karate,72,2.65,1,0
178,3,audio,2,178,13,Banana,12,3.18,1,0
179,3,audio,2,179,8,Frog,144,2.462,1,1
180,3,audio,3,180,0,Karate,72,12.235,0,1
181,3,audio,3,181,1,Sweater,36,2.65,1,0
182,3,audio,3,182,5,Cards,24,2.635,1,0
183,3,audio,3,183,0,Karate,72,2.93,1,0
184,3,audio,3,184,1,Sweater,36,2.384,1,0
185,3,audio,3,185,2,Garlic,24,3.367,1,0
186,3,audio,3,186,0,Karate,72,2.12,1,0
187,3,audio,3,187,1,Sweater,36,2.167,1,0
188,3,audio,3,188,2,Garlic,24,3.086,1,0
189,3,audio,3,189,3,Mouse,144,2.837,1,0
190,3,audio,3,190,8,Frog,144,8.869,1,0
191,3,audio,3,191,13,Banana,12,3.304,1,0
192,3,audio,3,192,3,Mouse,144,2.727,1,0
193,3,audio,3,193,4,Clock,48,3.086,1,0
194,3,audio,3,194,4,Clock,48,1.652,1,1
195,3,audio,3,195,3,Mouse,144,1.481,1,1
196,3,audio,3,196,4,Clock,48,1.2,1,1
197,3,audio,3,197,10,Pencil,24,2.743,1,0
198,3,audio,3,198,3,Mouse,144,2.884,1,1
199,3,audio,3,199,4,Clock,48,1.574,1,1
200,3,audio,3,200,6,Dolphin,24,6.109,1,0
201,3,audio,3,201,3,Mouse,144,2.275,1,1
202,3,audio,3,202,8,Frog,144,6.702,1,2
203,3,audio,3,203,6,Dolphin,24,2.275,1,0
204,3,audio,3,204,8,Frog,144,1.59,1,1
205,3,audio,3,205,8,Frog,144,0.623,1,1
206,3,audio,3,206,8,Frog,144,0.592,1,1
207,3,audio,3,207,8,Frog,144,0.592,1,1
208,3,audio,3,208,9,Camel,48,3.865,1,0
209,3,audio,3,209,9,Camel,48,1.761,1,1
210,3,audio,3,210,8,Frog,144,5.159,1,1
211,3,audio,3,211,9,Camel,48,1.262,1,1
212,3,audio,3,212,10,Pencil,24,3.382,1,0
213,3,audio,3,213,8,Frog,144,1.216,1,1
214,3,audio,3,214,9,Camel,48,0.749,1,1
215,3,audio,3,215,8,Frog,144,0.966,1,1
216,3,audio,3,216,8,Frog,144,0.811,1,1
217,3,audio,3,217,12,Coat,12,2.93,1,0
218,3,audio,3,218,7,Strawberry,36,2.961,1,0
219,3,audio,3,219,7,Strawberry,36,1.652,1,1
220,3,audio,3,220,11,Corn,72,6.219,1,0
221,3,audio,3,221,11,Corn,72,1.574,1,1
222,3,audio,3,222,3,Mouse,144,2.619,1,0
223,3,audio,3,223,11,Corn,72,1.777,1,1
224,3,audio,3,224,7,Strawberry,36,2.868,1,0
225,3,audio,3,225,0,Karate,72,2.322,1,0
226,3,audio,3,226,11,Corn,72,5.424,1,0
227,3,audio,3,227,3,Mouse,144,2.494,1,0
228,3,audio,3,228,8,Frog,144,1.481,1,1
229,3,audio,3,229,11,Corn,72,7.715,0,1
230,3,audio,3,230,3,Mouse,144,6.125,1,0
231,3,audio,3,231,3,Mouse,144,1.496,1,1
232,3,audio,3,232,11,Corn,72,5.253,1,0
233,3,audio,3,233,3,Mouse,144,1.418,1,1
234,3,audio,3,234,5,Cards,24,2.821,1,0
235,3,audio,3,235,3,Mouse,144,1.028,1,1
236,3,audio,3,236,0,Karate,72,7.03,0,1
237,3,audio,3,237,3,Mouse,144,1.075,1,1
238,3,audio,3,238,0,Karate,72,1.948,1,1
239,3,audio,3,239,8,Frog,144,2.229,1,1
240,3,audio,4,240,5,Cards,24,4.613,1,0
241,3,audio,4,241,0,Karate,72,2.058,1,1
242,3,audio,4,242,1,Sweater,36,3.304,1,0
243,3,audio,4,243,5,Cards,24,4.223,1,0
244,3,audio,4,244,0,Karate,72,1.278,1,1
245,3,audio,4,245,1,Sweater,36,3.305,1,0
246,3,audio,4,246,3,Mouse,144,4.972,0,1
247,3,audio,4,247,0,Karate,72,4.208,1,0
248,3,audio,4,248,1,Sweater,36,2.384,1,1
249,3,audio,4,249,2,Garlic,24,2.291,1,0
250,3,audio,4,250,0,Karate,72,8.432,0,1
251,3,audio,4,251,3,Mouse,144,2.15,1,1
252,3,audio,4,252,2,Garlic,24,7.278,0,1
253,3,audio,4,253,3,Mouse,144,1.294,1,1
254,3,audio,4,254,3,Mouse,144,0.716,1,1
255,3,audio,4,255,3,Mouse,144,0.545,1,1
256,3,audio,4,256,3,Mouse,144,0.577,1,1
257,3,audio,4,257,4,Clock,48,2.915,1,0
258,3,audio,4,258,3,Mouse,144,0.951,1,1
259,3,audio,4,259,3,Mouse,144,0.685,1,1
260,3,audio,4,260,4,Clock,48,4.021,1,1
261,3,audio,4,261,7,Strawberry,36,3.476,1,0
262,3,audio,4,262,3,Mouse,144,1.044,1,1
263,3,audio,4,263,4,Clock,48,1.496,1,1
264,3,audio,4,264,6,Dolphin,24,2.291,1,0
265,3,audio,4,265,3,Mouse,144,0.904,1,1
266,3,audio,4,266,0,Karate,72,3.242,1,0
267,3,audio,4,267,8,Frog,144,1.917,1,1
268,3,audio,4,268,8,Frog,144,0.935,1,1
269,3,audio,4,269,0,Karate,72,1.73,1,1
270,3,audio,4,270,7,Strawberry,36,5.159,1,0
271,3,audio,4,271,8,Frog,144,4.505,0,1
272,3,audio,4,272,9,Camel,48,3.008,1,0
273,3,audio,4,273,8,Frog,144,2.182,1,1
274,3,audio,4,274,8,Frog,144,0.623,1,1
275,3,audio,4,275,9,Camel,48,3.943,0,1
276,3,audio,4,276,10,Pencil,24,3.148,1,0
277,3,audio,4,277,8,Frog,144,5.346,0,1
278,3,audio,4,278,9,Camel,48,1.605,1,1
279,3,audio,4,279,8,Frog,144,0.811,1,1
280,3,audio,4,280,8,Frog,144,3.554,1,1
281,3,audio,4,281,3,Mouse,144,1.45,1,1
282,3,audio,4,282,8,Frog,144,0.795,1,1
283,3,audio,4,283,11,Corn,72,2.899,1,0
284,3,audio,4,284,8,Frog,144,1.777,1,1
285,3,audio,4,285,11,Corn,72,1.465,1,1
286,3,audio,4,286,11,Corn,72,0.967,1,1
287,3,audio,4,287,11,Corn,72,0.732,1,1
288,3,audio,4,288,6,Dolphin,24,2.416,1,0
289,3,audio,4,289,8,Frog,144,1.481,1,1
290,3,audio,4,290,11,Corn,72,12.376,0,1
291,3,audio,4,291,9,Camel,48,5.658,0,1
292,3,audio,4,292,12,Coat,12,2.073,1,0
293,3,audio,4,293,7,Strawberry,36,2.541,1,0
294,3,audio,4,294,11,Corn,72,3.023,1,0
295,3,audio,4,295,13,Banana,12,5.05,1,0
296,3,audio,4,296,4,Clock,48,6.312,0,1
297,3,audio,4,297,10,Pencil,24,2.493,1,0
298,3,audio,4,298,8,Frog,144,1.684,1,1
299,3,audio,4,299,3,Mouse,144,1.371,1,1
300,3,audio,5,300,7,Strawberry,36,5.424,1,0
301,3,audio,5,301,5,Cards,24,2.977,1,0
302,3,audio,5,302,0,Karate,72,2.167,1,0
303,3,audio,5,303,7,Strawberry,36,2.462,1,0
304,3,audio,5,304,8,Frog,144,1.652,1,1
305,3,audio,5,305,0,Karate,72,3.257,1,1
306,3,audio,5,306,1,Sweater,36,2.478,1,0
307,3,audio,5,307,4,Clock,48,3.413,1,0
308,3,audio,5,308,0,Karate,72,1.684,1,1
309,3,audio,5,309,1,Sweater,36,5.252,0,1
310,3,audio,5,310,2,Garlic,24,5.595,1,0
311,3,audio,5,311,0,Karate,72,1.449,1,1
312,3,audio,5,312,9,Camel,48,2.728,1,1
313,3,audio,5,313,3,Mouse,144,2.026,1,1
314,3,audio,5,314,0,Karate,72,1.371,1,1
315,3,audio,5,315,6,Dolphin,24,2.291,1,0
316,3,audio,5,316,2,Garlic,24,2.665,1,0
317,3,audio,5,317,3,Mouse,144,1.559,1,1
318,3,audio,5,318,1,Sweater,36,3.335,1,0
319,3,audio,5,319,8,Frog,144,0.998,1,1
320,3,audio,5,320,3,Mouse,144,3.398,1,1
321,3,audio,5,321,4,Clock,48,6.187,0,1
322,3,audio,5,322,3,Mouse,144,1.995,1,1
323,3,audio,5,323,3,Mouse,144,0.624,1,1
324,3,audio,5,324,4,Clock,48,2.276,1,1
325,3,audio,5,325,8,Frog,144,0.982,1,1
326,3,audio,5,326,3,Mouse,144,0.982,1,1
327,3,audio,5,327,9,Camel,48,2.042,1,1
328,3,audio,5,328,9,Camel,48,0.717,1,1
